#t                         m_x                       m_y                       m_z                   
+7.489999999999884e-09    +7.913902626737297e-01    +5.865861111855376e-01    +3.696319391239804e-07
+7.494999999999884e-09    +7.913917258279525e-01    +5.865842231930884e-01    +4.940131396459316e-06
+7.499999999999885e-09    +7.913950543274251e-01    +5.865798549734846e-01    +8.992163360713267e-06
+7.504999999999886e-09    +7.913999265669582e-01    +5.865734180216551e-01    +1.226332440003572e-05
+7.509999999999887e-09    +7.914059277784741e-01    +5.865654449601713e-01    +1.456380579972913e-05
+7.514999999999887e-09    +7.914125882275905e-01    +5.865565426872609e-01    +1.578562348307892e-05
+7.519999999999888e-09    +7.914194225666470e-01    +5.865473439804472e-01    +1.590437693540321e-05
+7.524999999999889e-09    +7.914259667965290e-01    +5.865384616585602e-01    +1.497409603401375e-05
+7.529999999999889e-09    +7.914318096577126e-01    +5.865304485747083e-01    +1.311636048042166e-05
+7.534999999999890e-09    +7.914366167434967e-01    +5.865237662052036e-01    +1.050531136304676e-05
+7.539999999999891e-09    +7.914401454652183e-01    +5.865187627337395e-01    +7.350378415543035e-06
+7.544999999999892e-09    +7.914422516874184e-01    +5.865156616128847e-01    +3.878526283048451e-06
+7.549999999999892e-09    +7.914428881928197e-01    +5.865145595455957e-01    +3.176084633306145e-07
+7.554999999999893e-09    +7.914420966391075e-01    +5.865154326320035e-01    -3.117945621419608e-06
+7.559999999999894e-09    +7.914399948936824e-01    +5.865181488054693e-01    -6.238325023956690e-06
+7.564999999999894e-09    +7.914367618599704e-01    +5.865224845614039e-01    -8.886083406681024e-06
+7.569999999999895e-09    +7.914326216005209e-01    +5.865281439589906e-01    -1.094052654327923e-05
+7.574999999999896e-09    +7.914278281606683e-01    +5.865347781700597e-01    -1.231916802426352e-05
+7.579999999999896e-09    +7.914226520337109e-01    +5.865420043497999e-01    -1.297691059709068e-05
+7.584999999999897e-09    +7.914173689790358e-01    +5.865494233628024e-01    -1.290371127885895e-05
+7.589999999999898e-09    +7.914122506859590e-01    +5.865566359156057e-01    -1.212147776341331e-05
+7.594999999999899e-09    +7.914075568679521e-01    +5.865632573792308e-01    -1.068082181538874e-05
+7.599999999999899e-09    +7.914035282437409e-01    +5.865689318727753e-01    -8.658089551382756e-06
+7.604999999999900e-09    +7.914003791062733e-01    +5.865733456969314e-01    -6.152833510996434e-06
+7.609999999999901e-09    +7.913982895694557e-01    +5.865762408716414e-01    -3.285618410807319e-06
+7.614999999999901e-09    +7.913973966075974e-01    +5.865774282976239e-01    -1.958060391675831e-07
+7.619999999999902e-09    +7.913977847094533e-01    +5.865768005130627e-01    +2.961212391571523e-06
+7.624999999999903e-09    +7.913994762819067e-01    +5.865743427794058e-01    +6.017941785604784e-06
+7.629999999999904e-09    +7.914024235546289e-01    +5.865701416838458e-01    +8.800415509657201e-06
+7.634999999999904e-09    +7.914065029786669e-01    +5.865643894853505e-01    +1.113588803738811e-05
+7.639999999999905e-09    +7.914115136389093e-01    +5.865573826933537e-01    +1.286261829178335e-05
+7.644999999999906e-09    +7.914171813999452e-01    +5.865495138032344e-01    +1.384137146677478e-05
+7.649999999999906e-09    +7.914231694117546e-01    +5.865412550813347e-01    +1.396783314205058e-05
+7.654999999999907e-09    +7.914290952459230e-01    +5.865331341566211e-01    +1.318473664938627e-05
+7.659999999999908e-09    +7.914345543563762e-01    +5.865257021805214e-01    +1.149223537984257e-05
+7.664999999999908e-09    +7.914391484055094e-01    +5.865194960616655e-01    +8.954959908184116e-06
+7.669999999999909e-09    +7.914425166836941e-01    +5.865149975481189e-01    +5.704333330011574e-06
+7.674999999999910e-09    +7.914443672008245e-01    +5.865125920125861e-01    +1.935076826404081e-06
+7.679999999999911e-09    +7.914445053165227e-01    +5.865125314366210e-01    -2.104596659552465e-06
+7.684999999999911e-09    +7.914428561241450e-01    +5.865149050821613e-01    -6.128897577257300e-06
+7.689999999999912e-09    +7.914394781418872e-01    +5.865196216821886e-01    -9.835529881068297e-06
+7.694999999999913e-09    +7.914345663999642e-01    +5.865264060582710e-01    -1.293025108084475e-05
+7.699999999999913e-09    +7.914284434310135e-01    +5.865348114507538e-01    -1.515270339049362e-05
+7.704999999999914e-09    +7.914215387804481e-01    +5.865442479646059e-01    -1.630096492126671e-05
+7.709999999999915e-09    +7.914143577819084e-01    +5.865540251156266e-01    -1.625222475177730e-05
+7.714999999999916e-09    +7.914074424980222e-01    +5.865634055703929e-01    -1.497724232955764e-05
+7.719999999999916e-09    +7.914013275985440e-01    +5.865716651283135e-01    -1.254679297443003e-05
+7.724999999999917e-09    +7.913964956837694e-01    +5.865781539011794e-01    -9.129071200693762e-06
+7.729999999999918e-09    +7.913933355928309e-01    +5.865823525214992e-01    -4.977942309251215e-06
+7.734999999999918e-09    +7.913921080180079e-01    +5.865839181975199e-01    -4.128936844849486e-07
+7.739999999999919e-09    +7.913929217507710e-01    +5.865827160580663e-01    +4.207573239937365e-06
+7.744999999999920e-09    +7.913957225278353e-01    +5.865788323374880e-01    +8.516646927952385e-06
+7.749999999999921e-09    +7.914002964425563e-01    +5.865725685068451e-01    +1.217108279588124e-05
+7.754999999999921e-09    +7.914062868048451e-01    +5.865644161305766e-01    +1.488118042414899e-05
+7.759999999999922e-09    +7.914132238939755e-01    +5.865550153644963e-01    +1.643596215286205e-05
+7.764999999999923e-09    +7.914205645015815e-01    +5.865451006637266e-01    +1.672114495597465e-05
+7.769999999999923e-09    +7.914277376061128e-01    +5.865354387192024e-01    +1.572822537754991e-05
+7.774999999999924e-09    +7.914341922834239e-01    +5.865267645523958e-01    +1.355390030704665e-05
+7.779999999999925e-09    +7.914394431867371e-01    +5.865197213860310e-01    +1.039001297358580e-05
+7.784999999999925e-09    +7.914431098101798e-01    +5.865148098666633e-01    +6.505141816179761e-06
+7.789999999999926e-09    +7.914449457890745e-01    +5.865123507985415e-01    +2.219751000453857e-06
+7.794999999999927e-09    +7.914448558212468e-01    +5.865124643860123e-01    -2.122599303961228e-06
+7.799999999999928e-09    +7.914428991273985e-01    +5.865150673964831e-01    -6.185159278729211e-06
+7.804999999999928e-09    +7.914392795489641e-01    +5.865198878146810e-01    -9.666165459302716e-06
+7.809999999999929e-09    +7.914343232403886e-01    +5.865264946187785e-01    -1.232270581565029e-05
+7.814999999999930e-09    +7.914284470312779e-01    +5.865343396358097e-01    -1.398821467248325e-05
+7.819999999999930e-09    +7.914221203829684e-01    +5.865428068016296e-01    -1.458226089444757e-05
+7.824999999999931e-09    +7.914158249509473e-01    +5.865512641319909e-01    -1.411213182640699e-05
+7.829999999999932e-09    +7.914100152141472e-01    +5.865591133673457e-01    -1.266657587787856e-05
+7.834999999999933e-09    +7.914050842616113e-01    +5.865658334912760e-01    -1.040284750026450e-05
+7.839999999999933e-09    +7.914013368953965e-01    +5.865710144231310e-01    -7.528810240806145e-06
+7.844999999999934e-09    +7.913989724577538e-01    +5.865743792232031e-01    -4.282233432021606e-06
+7.849999999999935e-09    +7.913980776245669e-01    +5.865757937109378e-01    -9.095278595056296e-07
+7.854999999999935e-09    +7.913986294015954e-01    +5.865752643883382e-01    +2.353993642873374e-06
+7.859999999999936e-09    +7.914005065142699e-01    +5.865729258630077e-01    +5.300629001149900e-06
+7.864999999999937e-09    +7.914035077586252e-01    +5.865690204880677e-01    +7.762423107497380e-06
+7.869999999999937e-09    +7.914073742229091e-01    +5.865638725083239e-01    +9.618400235945548e-06
+7.874999999999938e-09    +7.914118133716410e-01    +5.865578598982221e-01    +1.079697881472314e-05
+7.879999999999939e-09    +7.914165222577274e-01    +5.865513862119183e-01    +1.127417641613957e-05
+7.884999999999940e-09    +7.914212079510141e-01    +5.865448545606835e-01    +1.106857676109733e-05
+7.889999999999940e-09    +7.914256039316259e-01    +5.865386452577841e-01    +1.023421825516139e-05
+7.894999999999941e-09    +7.914294817335981e-01    +5.865330979062815e-01    +8.852563624414558e-06
+7.899999999999942e-09    +7.914326577859064e-01    +5.865284980859607e-01    +7.024556659101099e-06
+7.904999999999942e-09    +7.914349962017129e-01    +5.865250684607114e-01    +4.863505348779930e-06
+7.909999999999943e-09    +7.914364086634195e-01    +5.865229637955038e-01    +2.489214007866280e-06
+7.914999999999944e-09    +7.914368519220274e-01    +5.865222686612331e-01    +2.346074128220540e-08
+7.919999999999945e-09    +7.914363249870381e-01    +5.865229977275139e-01    -2.413355037777279e-06
+7.924999999999945e-09    +7.914348662031933e-01    +5.865250975679300e-01    -4.704767162511552e-06
+7.929999999999946e-09    +7.914325509343815e-01    +5.865284497732804e-01    -6.740474708656198e-06
+7.934999999999947e-09    +7.914294900977715e-01    +5.865328754322463e-01    -8.418725827937409e-06
+7.939999999999947e-09    +7.914258287717606e-01    +5.865381408955566e-01    -9.649240723206434e-06
+7.944999999999948e-09    +7.914217445884085e-01    +5.865439655012362e-01    -1.035689411845626e-05
+7.949999999999949e-09    +7.914174447035738e-01    +5.865500315099564e-01    -1.048616307807512e-05
+7.954999999999949e-09    +7.914131602652500e-01    +5.865559965238247e-01    -1.000610208288576e-05
+7.959999999999950e-09    +7.914091381821388e-01    +5.865615089237333e-01    -8.915371217205806e-06
+7.964999999999951e-09    +7.914056294426832e-01    +5.865662258855036e-01    -7.246639613191764e-06
+7.969999999999952e-09    +7.914028740876720e-01    +5.865698333505033e-01    -5.069564490825366e-06
+7.974999999999952e-09    +7.914010840250221e-01    +5.865720672247975e-01    -2.491519525902106e-06
+7.979999999999953e-09    +7.914004247478433e-01    +5.865727341858880e-01    +3.446519583256788e-07
+7.984999999999954e-09    +7.914009977697659e-01    +5.865717303562193e-01    +3.266346841619004e-06
+7.989999999999954e-09    +7.914028260647986e-01    +5.865690560737595e-01    +6.080510231977217e-06
+7.994999999999955e-09    +7.914058440469924e-01    +5.865648244892683e-01    +8.586234379408731e-06
+7.999999999999956e-09    +7.914098944913120e-01    +5.865592627604717e-01    +1.058987274160118e-05
+8.004999999999957e-09    +7.914147331553776e-01    +5.865527043470027e-01    +1.192145652296234e-05
+8.009999999999957e-09    +7.914200417120301e-01    +5.865455720423677e-01    +1.245086598018003e-05
+8.014999999999958e-09    +7.914254485291862e-01    +5.865383521280954e-01    +1.210203865109745e-05
+8.019999999999959e-09    +7.914305557955343e-01    +5.865315609057492e-01    +1.086352540694569e-05
+8.024999999999959e-09    +7.914349711046048e-01    +5.865257060905991e-01    +8.793953507180234e-06
+8.029999999999960e-09    +7.914383405805200e-01    +5.865212460498811e-01    +6.021403326301549e-06
+8.034999999999961e-09    +7.914403801207234e-01    +5.865185502734607e-01    +2.736300483323291e-06
+8.039999999999961e-09    +7.914409022231066e-01    +5.865178652566887e-01    -8.218867802135099e-07
+8.044999999999962e-09    +7.914398351178269e-01    +5.865192889920874e-01    -4.383169795242243e-06
+8.049999999999963e-09    +7.914372323979356e-01    +5.865227571930099e-01    -7.669202913606537e-06
+8.054999999999964e-09    +7.914332717535479e-01    +5.865280430359351e-01    -1.041706243459926e-05
+8.059999999999964e-09    +7.914282427132391e-01    +5.865347711181325e-01    -1.240237880030089e-05
+8.064999999999965e-09    +7.914225242616515e-01    +5.865424448573618e-01    -1.345956668018595e-05
+8.069999999999966e-09    +7.914165543561575e-01    +5.865504853055016e-01    -1.349714231707827e-05
+8.074999999999966e-09    +7.914107936474968e-01    +5.865582778034253e-01    -1.250657885323103e-05
+8.079999999999967e-09    +7.914056873056983e-01    +5.865652227713231e-01    -1.056377537407732e-05
+8.084999999999968e-09    +7.914016277626976e-01    +5.865707855769229e-01    -7.822934322731171e-06
+8.089999999999969e-09    +7.913989223538019e-01    +5.865745413289596e-01    -4.503388344571866e-06
+8.094999999999969e-09    +7.913977681517650e-01    +5.865762100597214e-01    -8.706051403104246e-07
+8.099999999999970e-09    +7.913982369186582e-01    +5.865756795774101e-01    +2.786836180371977e-06
+8.104999999999971e-09    +7.914002705983620e-01    +5.865730133811284e-01    +6.182119662874180e-06
+8.109999999999971e-09    +7.914036884170271e-01    +5.865684435854389e-01    +9.054574545745661e-06
+8.114999999999972e-09    +7.914082040698835e-01    +5.865623491815910e-01    +1.119129591353039e-05
+8.119999999999973e-09    +7.914134516600790e-01    +5.865552221026743e-01    +1.244403340570364e-05
+8.124999999999973e-09    +7.914190176873669e-01    +5.865476242712923e-01    +1.273987760572385e-05
+8.129999999999974e-09    +7.914244759491940e-01    +5.865401396449187e-01    +1.208491655930705e-05
+8.134999999999975e-09    +7.914294224855165e-01    +5.865333259686488e-01    +1.056075181405816e-05
+8.139999999999976e-09    +7.914335070226294e-01    +5.865276703131133e-01    +8.314477103885450e-06
+8.144999999999976e-09    +7.914364588152820e-01    +5.865235526571916e-01    +5.543353168860881e-06
+8.149999999999977e-09    +7.914381042745099e-01    +5.865212200531235e-01    +2.475888741602442e-06
+8.154999999999978e-09    +7.914383758339164e-01    +5.865207735764074e-01    -6.486843424193261e-07
+8.159999999999978e-09    +7.914373113990550e-01    +5.865221682334740e-01    -3.600504470635531e-06
+8.164999999999979e-09    +7.914350452263814e-01    +5.865252251210851e-01    -6.176879728624742e-06
+8.169999999999980e-09    +7.914317915727552e-01    +5.865296538037200e-01    -8.216302496278833e-06
+8.174999999999981e-09    +7.914278230127247e-01    +5.865350820177306e-01    -9.607696883800877e-06
+8.179999999999981e-09    +7.914234461242169e-01    +5.865410896637676e-01    -1.029450252308676e-05
+8.184999999999982e-09    +7.914189761439914e-01    +5.865472431719906e-01    -1.027377720109124e-05
+8.189999999999983e-09    +7.914147137379641e-01    +5.865531278177687e-01    -9.591005923496103e-06
+8.194999999999983e-09    +7.914109250556135e-01    +5.865583750721736e-01    -8.331669752314054e-06
+8.199999999999984e-09    +7.914078264704546e-01    +5.865626834027747e-01    -6.610832437935216e-06
+8.204999999999985e-09    +7.914055748859733e-01    +5.865658318680246e-01    -4.562020311886350e-06
+8.209999999999986e-09    +7.914042633082641e-01    +5.865676862824420e-01    -2.326530625243496e-06
+8.214999999999986e-09    +7.914039217296950e-01    +5.865681990166558e-01    -4.404010246261689e-08
+8.219999999999987e-09    +7.914045216382254e-01    +5.865674030670169e-01    +2.154947257809374e-06
+8.224999999999988e-09    +7.914059838821345e-01    +5.865654024274459e-01    +4.154614229001292e-06
+8.229999999999988e-09    +7.914081882220718e-01    +5.865623599150094e-01    +5.857414555657674e-06
+8.234999999999989e-09    +7.914109835115853e-01    +5.865584838128285e-01    +7.186050570355248e-06
+8.239999999999990e-09    +7.914141976588939e-01    +5.865540144150436e-01    +8.084287906557621e-06
+8.244999999999990e-09    +7.914176468547984e-01    +5.865492112439130e-01    +8.517065018925343e-06
+8.249999999999991e-09    +7.914211435620714e-01    +5.865443411443431e-01    +8.470279649275689e-06
+8.254999999999992e-09    +7.914245036087189e-01    +5.865396675452532e-01    +7.950500922469806e-06
+8.259999999999993e-09    +7.914275521214645e-01    +5.865354403931727e-01    +6.984687859144728e-06
+8.264999999999993e-09    +7.914301292911914e-01    +5.865318869501674e-01    +5.619837965657933e-06
+8.269999999999994e-09    +7.914320957978315e-01    +5.865292028610262e-01    +3.922357934965903e-06
+8.274999999999995e-09    +7.914333382248675e-01    +5.865275434442548e-01    +1.976865699353934e-06
+8.279999999999995e-09    +7.914337749505063e-01    +5.865270156092561e-01    -1.158848447472634e-07
+8.284999999999996e-09    +7.914333619058472e-01    +5.865276704619872e-01    -2.242225369163539e-06
+8.289999999999997e-09    +7.914320978303887e-01    +5.865294972432072e-01    -4.280115803774676e-06
+8.294999999999998e-09    +7.914300284271352e-01    +5.865324194195881e-01    -6.105037360245900e-06
+8.299999999999998e-09    +7.914272485454713e-01    +5.865362937417536e-01    -7.597090282915744e-06
+8.304999999999999e-09    +7.914239017821448e-01    +5.865409132317577e-01    -8.648955722920454e-06
+8.310000000000000e-09    +7.914201761841684e-01    +5.865460143081429e-01    -9.174197413423374e-06
+8.315000000000000e-09    +7.914162964139261e-01    +5.865512889063570e-01    -9.115215945790246e-06
+8.320000000000001e-09    +7.914125116917805e-01    +5.865564010280164e-01    -8.450062663317613e-06
+8.325000000000002e-09    +7.914090802868058e-01    +5.865610073273134e-01    -7.197292065569441e-06
+8.330000000000002e-09    +7.914062512841058e-01    +5.865647804532392e-01    -5.418098640858748e-06
+8.335000000000003e-09    +7.914042451493025e-01    +5.865674336351421e-01    -3.215158378728691e-06
+8.340000000000004e-09    +7.914032346147482e-01    +5.865687444129383e-01    -7.278662551298541e-07
+8.345000000000005e-09    +7.914033279330123e-01    +5.865685754741763e-01    +1.875987805612766e-06
+8.350000000000005e-09    +7.914045560785183e-01    +5.865668902936009e-01    +4.411675457195185e-06
+8.355000000000006e-09    +7.914068658343333e-01    +5.865637619562952e-01    +6.691312393814439e-06
+8.360000000000007e-09    +7.914101194564425e-01    +5.865593734921607e-01    +8.538841893124309e-06
+8.365000000000007e-09    +7.914141016389297e-01    +5.865540091781243e-01    +9.804888854676819e-06
+8.370000000000008e-09    +7.914185336223648e-01    +5.865480369604813e-01    +1.038007819494848e-05
+8.375000000000009e-09    +7.914230934812547e-01    +5.865418829574156e-01    +1.020550161983188e-05
+8.380000000000010e-09    +7.914274408509042e-01    +5.865359997443685e-01    +9.279240102511536e-06
+8.385000000000010e-09    +7.914312442576519e-01    +5.865308311019680e-01    +7.658202772451027e-06
+8.390000000000011e-09    +7.914342084175277e-01    +5.865267760481531e-01    +5.454972614079496e-06
+8.395000000000012e-09    +7.914360992493515e-01    +5.865241554867670e-01    +2.829817028275125e-06
+8.400000000000012e-09    +7.914367640145711e-01    +5.865231843464687e-01    -2.152590726382577e-08
+8.405000000000013e-09    +7.914361449047590e-01    +5.865239520117985e-01    -2.883282906572257e-06
+8.410000000000014e-09    +7.914342846830535e-01    +5.865264129445964e-01    -5.536995043642854e-06
+8.415000000000014e-09    +7.914313237136613e-01    +5.865303884959983e-01    -7.779293506829463e-06
+8.420000000000015e-09    +7.914274889308727e-01    +5.865355801874852e-01    -9.438560828992227e-06
+8.425000000000016e-09    +7.914230750901722e-01    +5.865415930295236e-01    -1.038902708119793e-05
+8.430000000000017e-09    +7.914184206663780e-01    +5.865479674197090e-01    -1.056106056099219e-05
+8.435000000000017e-09    +7.914138801417661e-01    +5.865542165949014e-01    -9.946739762186781e-06
+8.440000000000018e-09    +7.914097951218338e-01    +5.865598663459611e-01    -8.600205289979701e-06
+8.445000000000019e-09    +7.914064670220782e-01    +5.865644936345946e-01    -6.632754613603706e-06
+8.450000000000019e-09    +7.914041335676110e-01    +5.865677606191644e-01    -4.203115965870054e-06
+8.455000000000020e-09    +7.914029510185238e-01    +5.865694410575988e-01    -1.503783762786021e-06
+8.460000000000021e-09    +7.914029836630273e-01    +5.865694369006834e-01    +1.255335418078341e-06
+8.465000000000022e-09    +7.914042011212754e-01    +5.865677836055088e-01    +3.864466485497760e-06
+8.470000000000022e-09    +7.914064836072876e-01    +5.865646439986619e-01    +6.131093637910381e-06
+8.475000000000023e-09    +7.914096343270129e-01    +5.865602914343181e-01    +7.895127360458691e-06
+8.480000000000024e-09    +7.914133976264823e-01    +5.865550840309323e-01    +9.040782357342047e-06
+8.485000000000024e-09    +7.914174812693975e-01    +5.865494327384061e-01    +9.504194213431474e-06
+8.490000000000025e-09    +7.914215805484029e-01    +5.865437662298906e-01    +9.276255228476946e-06
+8.495000000000026e-09    +7.914254021397096e-01    +5.865384959799457e-01    +8.400642747081603e-06
+8.500000000000026e-09    +7.914286859039477e-01    +5.865339848157114e-01    +6.967491993718335e-06
+8.505000000000027e-09    +7.914312225632051e-01    +5.865305213125862e-01    +5.103570381165179e-06
+8.510000000000028e-09    +7.914328664659971e-01    +5.865283022105144e-01    +2.960097119042011e-06
+8.515000000000029e-09    +7.914335424135370e-01    +5.865274235739490e-01    +6.994949729448823e-07
+8.520000000000029e-09    +7.914332466418313e-01    +5.865278808513056e-01    -1.517646691360839e-06
+8.525000000000030e-09    +7.914320423542421e-01    +5.865295769622638e-01    -3.544265894146308e-06
+8.530000000000031e-09    +7.914300505716019e-01    +5.865323368032259e-01    -5.256301552900730e-06
+8.535000000000031e-09    +7.914274375774017e-01    +5.865359262461126e-01    -6.559390108800651e-06
+8.540000000000032e-09    +7.914244002654973e-01    +5.865400734366293e-01    -7.392571600064152e-06
+8.545000000000033e-09    +7.914211506564389e-01    +5.865444902363784e-01    -7.729110961446821e-06
+8.550000000000034e-09    +7.914179011059215e-01    +5.865488922128071e-01    -7.574801150431573e-06
+8.555000000000034e-09    +7.914148508794080e-01    +5.865530155956631e-01    -6.964294446824190e-06
+8.560000000000035e-09    +7.914121751556925e-01    +5.865566306101336e-01    -5.956095429454129e-06
+8.565000000000036e-09    +7.914100168922497e-01    +5.865595508987989e-01    -4.626845132988986e-06
+8.570000000000036e-09    +7.914084814811898e-01    +5.865616390564176e-01    -3.065454867200456e-06
+8.575000000000037e-09    +7.914076340939633e-01    +5.865628087980834e-01    -1.367520416265256e-06
+8.580000000000038e-09    +7.914074996728642e-01    +5.865630246506334e-01    +3.697001189035756e-07
+8.585000000000038e-09    +7.914080648216536e-01    +5.865622997052571e-01    +2.051613751069585e-06
+8.590000000000039e-09    +7.914092809591066e-01    +5.865606919978481e-01    +3.589917055936801e-06
+8.595000000000040e-09    +7.914110686513097e-01    +5.865583002735117e-01    +4.905602130932606e-06
+8.600000000000041e-09    +7.914133223922002e-01    +5.865552591610506e-01    +5.931478703426330e-06
+8.605000000000041e-09    +7.914159156788935e-01    +5.865517338642353e-01    +6.614346423506795e-06
+8.610000000000042e-09    +7.914187063639708e-01    +5.865479142833935e-01    +6.916922125073264e-06
+8.615000000000043e-09    +7.914215421988374e-01    +5.865440082276699e-01    +6.819560304404222e-06
+8.620000000000043e-09    +7.914242667058808e-01    +5.865402334555108e-01    +6.321724591823283e-06
+8.625000000000044e-09    +7.914267255704963e-01    +5.865368083881639e-01    +5.443082077320426e-06
+8.630000000000045e-09    +7.914287735177447e-01    +5.865339414075573e-01    +4.224016380788388e-06
+8.635000000000046e-09    +7.914302818188343e-01    +5.865318191188520e-01    +2.725304505355297e-06
+8.640000000000046e-09    +7.914311459696002e-01    +5.865305939647231e-01    +1.026692578067697e-06
+8.645000000000047e-09    +7.914312934475755e-01    +5.865303722578407e-01    -7.758592869521603e-07
+8.650000000000048e-09    +7.914306905451296e-01    +5.865312034330243e-01    -2.574399693302670e-06
+8.655000000000048e-09    +7.914293479912375e-01    +5.865330720313123e-01    -4.254671797753485e-06
+8.660000000000049e-09    +7.914273241381889e-01    +5.865358932957917e-01    -5.703077947507771e-06
+8.665000000000050e-09    +7.914247253505826e-01    +5.865395136298905e-01    -6.814542388740297e-06
+8.670000000000051e-09    +7.914217026515203e-01    +5.865437163026876e-01    -7.500708052507195e-06
+8.675000000000051e-09    +7.914184447660041e-01    +5.865482328652808e-01    -7.697757669149611e-06
+8.680000000000052e-09    +7.914151671520013e-01    +5.865527595545709e-01    -7.373079391870450e-06
+8.685000000000053e-09    +7.914120979798324e-01    +5.865569780504966e-01    -6.530009378668574e-06
+8.690000000000053e-09    +7.914094616625805e-01    +5.865605789055292e-01    -5.209999463343351e-06
+8.695000000000054e-09    +7.914074612845046e-01    +5.865632858353396e-01    -3.491758651737295e-06
+8.700000000000055e-09    +7.914062614881877e-01    +5.865648788089942e-01    -1.487194731761756e-06
+8.705000000000055e-09    +7.914059733344185e-01    +5.865652137484133e-01    +6.657083195730837e-07
+8.710000000000056e-09    +7.914066428001340e-01    +5.865642369883659e-01    +2.812621307024521e-06
+8.715000000000057e-09    +7.914082440747073e-01    +5.865619928552347e-01    +4.794476425366709e-06
+8.720000000000058e-09    +7.914106787397023e-01    +5.865586235044313e-01    +6.459999785367560e-06
+8.725000000000058e-09    +7.914137809909934e-01    +5.865543605457364e-01    +7.678098452417688e-06
+8.730000000000059e-09    +7.914173289804479e-01    +5.865495090600242e-01    +8.349008414565142e-06
+8.735000000000060e-09    +7.914210612932544e-01    +5.865444249942321e-01    +8.413191561546740e-06
+8.740000000000060e-09    +7.914246973176480e-01    +5.865394877373262e-01    +7.857143464356071e-06
+8.745000000000061e-09    +7.914279599289408e-01    +5.865350702171638e-01    +6.715524306068246e-06
+8.750000000000062e-09    +7.914305980800361e-01    +5.865315087514673e-01    +5.069330010624872e-06
+8.755000000000063e-09    +7.914324078014788e-01    +5.865290756239564e-01    +3.040155309335644e-06
+8.760000000000063e-09    +7.914332494051104e-01    +5.865279566021279e-01    +7.809430628421807e-07
+8.765000000000064e-09    +7.914330592790288e-01    +5.865282354018574e-01    -1.536070659865730e-06
+8.770000000000065e-09    +7.914318551774374e-01    +5.865298865354899e-01    -3.733238605944672e-06
+8.775000000000065e-09    +7.914297346961521e-01    +5.865327773772009e-01    -5.642035533330193e-06
+8.780000000000066e-09    +7.914268669420987e-01    +5.865366792356903e-01    -7.116972768969881e-06
+8.785000000000067e-09    +7.914234780759876e-01    +5.865412864343322e-01    -8.047642026731085e-06
+8.790000000000067e-09    +7.914198321770152e-01    +5.865462417998120e-01    -8.367777581744365e-06
+8.795000000000068e-09    +7.914162091116204e-01    +5.865511662368623e-01    -8.060483226865896e-06
+8.800000000000069e-09    +7.914128816807988e-01    +5.865556899195994e-01    -7.159124987188537e-06
+8.805000000000070e-09    +7.914100934813796e-01    +5.865594818898603e-01    -5.743810822699696e-06
+8.810000000000070e-09    +7.914080401715855e-01    +5.865622759690504e-01    -3.933814067051268e-06
+8.815000000000071e-09    +7.914068551451539e-01    +5.865638903627718e-01    -1.876700901863287e-06
+8.820000000000072e-09    +7.914066009994187e-01    +5.865642395603934e-01    +2.647537005819539e-07
+8.825000000000072e-09    +7.914072672242336e-01    +5.865633376431594e-01    +2.326573504338041e-06
+8.830000000000073e-09    +7.914087740964999e-01    +5.865612930745356e-01    +4.157165203753242e-06
+8.835000000000074e-09    +7.914109820764369e-01    +5.865582957828127e-01    +5.629220754566968e-06
+8.840000000000075e-09    +7.914137056642462e-01    +5.865545981478878e-01    +6.648904098339299e-06
+8.845000000000075e-09    +7.914167301533507e-01    +5.865504918877977e-01    +7.161614506821116e-06
+8.850000000000076e-09    +7.914198297527837e-01    +5.865462832554570e-01    +7.154005735239973e-06
+8.855000000000077e-09    +7.914227852769119e-01    +5.865422687739261e-01    +6.652336834401856e-06
+8.860000000000077e-09    +7.914254001232852e-01    +5.865387137449445e-01    +5.717593838865996e-06
+8.865000000000078e-09    +7.914275131247308e-01    +5.865358350269425e-01    +4.438105358765078e-06
+8.870000000000079e-09    +7.914290076264059e-01    +5.865337892551820e-01    +2.920561154095877e-06
+8.875000000000079e-09    +7.914298162823096e-01    +5.865326668451049e-01    +1.280410601912166e-06
+8.880000000000080e-09    +7.914299217919020e-01    +5.865324917125465e-01    -3.674235109069059e-07
+8.885000000000081e-09    +7.914293536589668e-01    +5.865332257732370e-01    -1.916720294130219e-06
+8.890000000000082e-09    +7.914281820816256e-01    +5.865347774169175e-01    -3.276440240116386e-06
+8.895000000000082e-09    +7.914265096529858e-01    +5.865370125256697e-01    -4.375169578327629e-06
+8.900000000000083e-09    +7.914244617614211e-01    +5.865397666747080e-01    -5.163450270937950e-06
+8.905000000000084e-09    +7.914221769384049e-01    +5.865428575531045e-01    -5.614144979945932e-06
+8.910000000000084e-09    +7.914197975707152e-01    +5.865460964014982e-01    -5.721171893304102e-06
+8.915000000000085e-09    +7.914174618551072e-01    +5.865492980296508e-01    -5.497063636490375e-06
+8.920000000000086e-09    +7.914152972471219e-01    +5.865522890364407e-01    -4.969850096964649e-06
+8.925000000000087e-09    +7.914134154767991e-01    +5.865549141943903e-01    -4.179740470364046e-06
+8.930000000000087e-09    +7.914119090976716e-01    +5.865570412655738e-01    -3.175993675493223e-06
+8.935000000000088e-09    +7.914108492858329e-01    +5.865585645888982e-01    -2.014231876052351e-06
+8.940000000000089e-09    +7.914102846392836e-01    +5.865594078924522e-01    -7.542963077904238e-07
