#t                         m_x                       m_y                       m_z                   
+1.450000000000007e-09    +7.901603020848480e-01    +5.883152518837923e-01    +1.357007025069934e-04
+1.455000000000007e-09    +7.902700027485364e-01    +5.881700388566882e-01    +3.135601751442486e-04
+1.460000000000007e-09    +7.904444453982531e-01    +5.879285547687140e-01    +4.593113540842208e-04
+1.465000000000007e-09    +7.906679052398458e-01    +5.876131963011990e-01    +5.667745975967937e-04
+1.470000000000007e-09    +7.909233552041001e-01    +5.872490243507434e-01    +6.332719289839829e-04
+1.475000000000007e-09    +7.911938244164356e-01    +5.868615717494042e-01    +6.591932886360895e-04
+1.480000000000007e-09    +7.914634907505786e-01    +5.864749978598309e-01    +6.473172525223176e-04
+1.485000000000007e-09    +7.917184373673943e-01    +5.861107229743249e-01    +6.020305504563730e-04
+1.490000000000007e-09    +7.919470530217830e-01    +5.857865841479695e-01    +5.285857915916274e-04
+1.495000000000008e-09    +7.921401033822268e-01    +5.855165025388998e-01    +4.325028050156930e-04
+1.500000000000008e-09    +7.922905692833239e-01    +5.853105624384062e-01    +3.191761134731811e-04
+1.505000000000008e-09    +7.923933761957538e-01    +5.851753497589819e-01    +1.937126865978117e-04
+1.510000000000008e-09    +7.924451297982135e-01    +5.851143999148178e-01    +6.096809245236788e-05
+1.515000000000008e-09    +7.924439456282237e-01    +5.851286295867063e-01    -7.428225202216429e-05
+1.520000000000008e-09    +7.923894269921824e-01    +5.852166459300508e-01    -2.071264818874970e-04
+1.525000000000008e-09    +7.922828180316774e-01    +5.853748431948067e-01    -3.323359828654610e-04
+1.530000000000008e-09    +7.921273026521412e-01    +5.855972658226547e-01    -4.442861750126352e-04
+1.535000000000008e-09    +7.919283691436184e-01    +5.858753058676575e-01    -5.370254187756787e-04
+1.540000000000008e-09    +7.916941225525009e-01    +5.861973938462093e-01    -6.045174407528606e-04
+1.545000000000008e-09    +7.914354231937433e-01    +5.865488495212012e-01    -6.410557803169815e-04
+1.550000000000009e-09    +7.911657505315612e-01    +5.869120066274418e-01    -6.418169349855493e-04
+1.555000000000009e-09    +7.909007285935645e-01    +5.872666900290322e-01    -6.034989699336729e-04
+1.560000000000009e-09    +7.906573046751995e-01    +5.875910945684016e-01    -5.249690557216559e-04
+1.565000000000009e-09    +7.904526336647523e-01    +5.878630563658310e-01    -4.078281287376333e-04
+1.570000000000009e-09    +7.903027685705568e-01    +5.880616357457150e-01    -2.567893171966015e-04
+1.575000000000009e-09    +7.902212690271849e-01    +5.881688942130623e-01    -7.977141646829697e-05
+1.580000000000009e-09    +7.902178453745334e-01    +5.881717182726866e-01    +1.123542023771571e-04
+1.585000000000009e-09    +7.902971732410629e-01    +5.880634935726646e-01    +3.063770858220269e-04
+1.590000000000009e-09    +7.904580243932818e-01    +5.878454046610982e-01    +4.876933975024247e-04
+1.595000000000009e-09    +7.906928434019517e-01    +5.875271435181041e-01    +6.415147266753084e-04
+1.600000000000009e-09    +7.909878629355021e-01    +5.871268818259976e-01    +7.542278258167492e-04
+1.605000000000009e-09    +7.913237932806990e-01    +5.866704607783217e-01    +8.147603347303021e-04
+1.610000000000010e-09    +7.916770579427789e-01    +5.861898209314361e-01    +8.157959862527418e-04
+1.615000000000010e-09    +7.920214968742724e-01    +5.857207316021693e-01    +7.546905618755982e-04
+1.620000000000010e-09    +7.923304134190011e-01    +5.852999499675686e-01    +6.339730599062945e-04
+1.625000000000010e-09    +7.925787999426610e-01    +5.849620421000633e-01    +4.613601605345405e-04
+1.630000000000010e-09    +7.927455505145361e-01    +5.847361717103260e-01    +2.492690908118383e-04
+1.635000000000010e-09    +7.928154470498102e-01    +5.846432082886738e-01    +1.387113567571424e-05
+1.640000000000010e-09    +7.927807038637600e-01    +5.846935058769041e-01    -2.262363981483119e-04
+1.645000000000010e-09    +7.926418925821118e-01    +5.848856420494821e-01    -4.516310411972272e-04
+1.650000000000010e-09    +7.924081403029491e-01    +5.852062845350969e-01    -6.437980861923939e-04
+1.655000000000010e-09    +7.920965648476810e-01    +5.856312088655368e-01    -7.868200819835551e-04
+1.660000000000010e-09    +7.917309824331544e-01    +5.861273466555352e-01    -8.688466620369122e-04
+1.665000000000010e-09    +7.913399904877396e-01    +5.866556409049646e-01    -8.831849846164965e-04
+1.670000000000011e-09    +7.909545759808690e-01    +5.871744377233060e-01    -8.288942042764455e-04
+1.675000000000011e-09    +7.906054498405519e-01    +5.876430886287708e-01    -7.108272595011054e-04
+1.680000000000011e-09    +7.903203545311470e-01    +5.880254000715629e-01    -5.391284896727910e-04
+1.685000000000011e-09    +7.901216189190486e-01    +5.882925883384158e-01    -3.282535955876389e-04
+1.690000000000011e-09    +7.900242165586671e-01    +5.884254896370504e-01    -9.561791708441750e-05
+1.695000000000011e-09    +7.900345274646300e-01    +5.884158837327597e-01    +1.399866282735156e-04
+1.700000000000011e-09    +7.901499185487650e-01    +5.882668854993731e-01    +3.600457955183837e-04
+1.705000000000011e-09    +7.903591611655637e-01    +5.879924306188519e-01    +5.478810018843649e-04
+1.710000000000011e-09    +7.906436259225892e-01    +5.876159260906867e-01    +6.899650992398765e-04
+1.715000000000011e-09    +7.909791141769903e-01    +5.871681851260345e-01    +7.768935639994341e-04
+1.720000000000011e-09    +7.913381236447857e-01    +5.866848104952718e-01    +8.039523125655337e-04
+1.725000000000012e-09    +7.916923125209500e-01    +5.862032222204835e-01    +7.712634959063264e-04
+1.730000000000012e-09    +7.920149191452305e-01    +5.857595766303879e-01    +6.835302711265547e-04
+1.735000000000012e-09    +7.922829030322629e-01    +5.853858715466724e-01    +5.494350246221778e-04
+1.740000000000012e-09    +7.924786166122147e-01    +5.851075179269022e-01    +3.807617166594753e-04
+1.745000000000012e-09    +7.925908967920191e-01    +5.849415759334029e-01    +1.913243591449453e-04
+1.750000000000012e-09    +7.926155390758723e-01    +5.848957686132391e-01    -4.203618151013808e-06
+1.755000000000012e-09    +7.925551721569389e-01    +5.849683220842846e-01    -1.914604682314608e-04
+1.760000000000012e-09    +7.924185910671129e-01    +5.851486142352542e-01    -3.574748844999253e-04
+1.765000000000012e-09    +7.922196353638077e-01    +5.854185454663748e-01    -4.915731226336021e-04
+1.770000000000012e-09    +7.919757352495513e-01    +5.857544621963261e-01    -5.860554196273328e-04
+1.775000000000012e-09    +7.917062827336052e-01    +5.861294052784962e-01    -6.365960088285424e-04
+1.780000000000012e-09    +7.914309917760715e-01    +5.865154424508415e-01    -6.423406962655754e-04
+1.785000000000013e-09    +7.911683982697048e-01    +5.868858593235660e-01    -6.057032093476461e-04
+1.790000000000013e-09    +7.909346273801824e-01    +5.872170150430175e-01    -5.318942178999797e-04
+1.795000000000013e-09    +7.907425135512302e-01    +5.874897367971257e-01    -4.282423247678027e-04
+1.800000000000013e-09    +7.906010984425889e-01    +5.876902160049685e-01    -3.033958748632733e-04
+1.805000000000013e-09    +7.905154907536982e-01    +5.878104136656694e-01    -1.665137960924294e-04
+1.810000000000013e-09    +7.904870429624333e-01    +5.878479991379463e-01    -2.654518989811235e-05
+1.815000000000013e-09    +7.905137780046997e-01    +5.878058699912647e-01    +1.083306702595802e-04
+1.820000000000013e-09    +7.905909802665653e-01    +5.876913398410433e-01    +2.310756195203598e-04
+1.825000000000013e-09    +7.907118505554821e-01    +5.875151251909579e-01    +3.359862231068648e-04
+1.830000000000013e-09    +7.908681272621066e-01    +5.872902778960546e-01    +4.187465917630466e-04
+1.835000000000013e-09    +7.910506113602035e-01    +5.870311827883959e-01    +4.763832150630003e-04
+1.840000000000013e-09    +7.912495761310162e-01    +5.867526922031060e-01    +5.071653131529788e-04
+1.845000000000014e-09    +7.914550706702473e-01    +5.864694429027455e-01    +5.104892507805095e-04
+1.850000000000014e-09    +7.916571439665803e-01    +5.861953655820523e-01    +4.867747966041534e-04
+1.855000000000014e-09    +7.918460328371864e-01    +5.859433617581449e-01    +4.373921205817882e-04
+1.860000000000014e-09    +7.920123583717044e-01    +5.857251025348362e-01    +3.646241079003731e-04
+1.865000000000014e-09    +7.921473688303289e-01    +5.855508958437668e-01    +2.716556598821963e-04
+1.870000000000014e-09    +7.922432578328182e-01    +5.854295547247333e-01    +1.625711655485850e-04
+1.875000000000013e-09    +7.922935710734852e-01    +5.853681863263011e-01    +4.233648387857184e-05
+1.880000000000013e-09    +7.922936936865556e-01    +5.853718399920750e-01    -8.325985787122646e-05
+1.885000000000013e-09    +7.922413769086318e-01    +5.854430060116305e-01    -2.077270332107877e-04
+1.890000000000013e-09    +7.921372241777788e-01    +5.855810367986138e-01    -3.240712988075239e-04
+1.895000000000013e-09    +7.919850415486949e-01    +5.857816148622591e-01    -4.250931625409087e-04
+1.900000000000013e-09    +7.917919769390841e-01    +5.860363900057587e-01    -5.037923425636411e-04
+1.905000000000013e-09    +7.915684004693400e-01    +5.863328844261588e-01    -5.538674107691676e-04
+1.910000000000013e-09    +7.913275002085537e-01    +5.866547459316385e-01    -5.702714759284665e-04
+1.915000000000013e-09    +7.910845893513068e-01    +5.869824027032933e-01    -5.497682504653373e-04
+1.920000000000012e-09    +7.908561533295915e-01    +5.872941257241164e-01    -4.914257129660708e-04
+1.925000000000012e-09    +7.906586981710547e-01    +5.875674578354004e-01    -3.969814695834439e-04
+1.930000000000012e-09    +7.905074841713925e-01    +5.877809240223847e-01    -2.710169821570111e-04
+1.935000000000012e-09    +7.904152470888831e-01    +5.879158911221145e-01    -1.208901696500394e-04
+1.940000000000012e-09    +7.903910196983706e-01    +5.879583980701779e-01    +4.360198625551410e-05
+1.945000000000012e-09    +7.904391743285000e-01    +5.879007483241350e-01    +2.108332402470815e-04
+1.950000000000012e-09    +7.905587938927355e-01    +5.877426675106957e-01    +3.682040820517128e-04
+1.955000000000012e-09    +7.907434475725926e-01    +5.874918779424722e-01    +5.031800443233593e-04
+1.960000000000011e-09    +7.909814151205873e-01    +5.871639937273275e-01    +6.044114526991928e-04
+1.965000000000011e-09    +7.912563761911171e-01    +5.867816819637185e-01    +6.628128593431681e-04
+1.970000000000011e-09    +7.915485393971011e-01    +5.863730923728664e-01    +6.724828538115612e-04
+1.975000000000011e-09    +7.918361324528248e-01    +5.859696505856244e-01    +6.313608209501178e-04
+1.980000000000011e-09    +7.920971267089519e-01    +5.856034013536005e-01    +5.415425757840592e-04
+1.985000000000011e-09    +7.923110448557553e-01    +5.853041597255669e-01    +4.092139747112904e-04
+1.990000000000011e-09    +7.924606911757823e-01    +5.850967685638204e-01    +2.442041740400268e-04
+1.995000000000011e-09    +7.925336484700796e-01    +5.849987662755461e-01    +5.920040191404587e-05
+2.000000000000010e-09    +7.925234017051795e-01    +5.850187257719285e-01    -1.313052492270649e-04
+2.005000000000010e-09    +7.924299833748393e-01    +5.851554406454678e-01    -3.122445028308532e-04
+2.010000000000010e-09    +7.922600777417342e-01    +5.853980260331392e-01    -4.692668867920342e-04
+2.015000000000010e-09    +7.920265644038290e-01    +5.857269041179634e-01    -5.899769993024059e-04
+2.020000000000010e-09    +7.917475200070797e-01    +5.861155677900806e-01    -6.649968636227867e-04
+2.025000000000010e-09    +7.914447473189367e-01    +5.865329457478571e-01    -6.887537747020925e-04
+2.030000000000010e-09    +7.911419556177592e-01    +5.869461254148554e-01    -6.599209654506847e-04
+2.035000000000010e-09    +7.908627589133582e-01    +5.873231554050169e-01    -5.814724452853445e-04
+2.040000000000009e-09    +7.906286777074987e-01    +5.876356629477051e-01    -4.603518125496592e-04
+2.045000000000009e-09    +7.904573313134384e-01    +5.878610674939544e-01    -3.067951981355980e-04
+2.050000000000009e-09    +7.903609925804655e-01    +5.879842273669480e-01    -1.333834656383695e-04
+2.055000000000009e-09    +7.903456431368860e-01    +5.879984160336118e-01    +4.607649724325537e-05
+2.060000000000009e-09    +7.904106118854379e-01    +5.879055820504846e-01    +2.177300438860025e-04
+2.065000000000009e-09    +7.905488142500305e-01    +5.877159011946083e-01    +3.688021552619852e-04
+2.070000000000009e-09    +7.907475494880338e-01    +5.874466767072977e-01    +4.885773593568958e-04
+2.075000000000009e-09    +7.909897626578838e-01    +5.871206869579698e-01    +5.691601824708139e-04
+2.080000000000009e-09    +7.912556358304054e-01    +5.867641297944804e-01    +6.059711069292084e-04
+2.085000000000008e-09    +7.915243432512669e-01    +5.864043640649919e-01    +5.979557494690795e-04
+2.090000000000008e-09    +7.917757987599436e-01    +5.860676742572835e-01    +5.475040703665535e-04
+2.095000000000008e-09    +7.919922395946276e-01    +5.857772630817258e-01    +4.600957609740007e-04
+2.100000000000008e-09    +7.921595205859555e-01    +5.855516316818447e-01    +3.437118853418731e-04
+2.105000000000008e-09    +7.922680228540676e-01    +5.854034597697719e-01    +2.080748292267727e-04
+2.110000000000008e-09    +7.923131178742204e-01    +5.853390476846911e-01    +6.379121083786773e-05
+2.115000000000008e-09    +7.922951732145236e-01    +5.853583259278373e-01    -7.852347806942035e-05
+2.120000000000008e-09    +7.922191328141308e-01    +5.854553774846981e-01    -2.090618848097926e-04
+2.125000000000007e-09    +7.920937449089192e-01    +5.856193706981125e-01    -3.195154665340042e-04
+2.130000000000007e-09    +7.919305396081144e-01    +5.858357717295729e-01    -4.035883263778786e-04
+2.135000000000007e-09    +7.917426795158005e-01    +5.860876978524443e-01    -4.573036421672949e-04
+2.140000000000007e-09    +7.915438119012791e-01    +5.863572776396698e-01    -4.790925325057527e-04
+2.145000000000007e-09    +7.913470382172338e-01    +5.866269070142698e-01    -4.696742714441477e-04
+2.150000000000007e-09    +7.911640835452257e-01    +5.868803302305717e-01    -4.317577273774936e-04
+2.155000000000007e-09    +7.910047109295896e-01    +5.871035050171448e-01    -3.696146835834570e-04
+2.160000000000007e-09    +7.908763911778399e-01    +5.872852213984723e-01    -2.885864301789008e-04
+2.165000000000006e-09    +7.907842081177479e-01    +5.874174531113332e-01    -1.945840724776497e-04
+2.170000000000006e-09    +7.907309515963606e-01    +5.874954438123784e-01    -9.363479089808925e-05
+2.175000000000006e-09    +7.907173357239495e-01    +5.875175636260032e-01    +8.485544198468333e-06
+2.180000000000006e-09    +7.907422795731889e-01    +5.874849993345176e-01    +1.065124968795764e-04
+2.185000000000006e-09    +7.908031941922637e-01    +5.874013542955477e-01    +1.958471028616505e-04
+2.190000000000006e-09    +7.908962343376738e-01    +5.872722304832885e-01    +2.726216590913062e-04
+2.195000000000006e-09    +7.910164913028827e-01    +5.871048499104631e-01    +3.337034193895570e-04
+2.200000000000006e-09    +7.911581267972511e-01    +5.869077478636485e-01    +3.766653374516903e-04
+2.205000000000006e-09    +7.913144686932871e-01    +5.866905364882329e-01    +3.997539577640757e-04
+2.210000000000005e-09    +7.914781022480335e-01    +5.864637119083663e-01    +4.018803551966992e-04
+2.215000000000005e-09    +7.916409911319116e-01    +5.862384651937294e-01    +3.826486770609236e-04
+2.220000000000005e-09    +7.917946619116082e-01    +5.860264502748647e-01    +3.424219113009387e-04
+2.225000000000005e-09    +7.919304812787673e-01    +5.858394541726675e-01    +2.824127716762124e-04
+2.230000000000005e-09    +7.920400441716912e-01    +5.856889218159714e-01    +2.047803195665799e-04
